id,abstract,authorships.author.display_name,authorships.institutions.display_name,cited_by_count,title,doi,fwci,is_retracted,language,is_oa,oa_status,primary_location.source.display_name,primary_location.source.type,publication_date,type
https://openalex.org/W3158981562,,Xiaoyi Zhang|Zheng Wang|Xing Xu|Jiwei Wei|Yang Yang,University of Electronic Science and Technology of China|University of Electronic Science and Technology of China|University of Electronic Science and Technology of China|University of Electronic Science and Technology of China|University of Electronic Science and Technology of China,2,Scene graph generation via multi-relation classification and cross-modal attention coordinator,https://doi.org/10.1145/3444685.3446276,0.10221948,FALSE,en,FALSE,closed,,,2021-03-07,article
https://openalex.org/W3134991666,,Junzhong Ji|Zhuoran Du|Xiaodan Zhang,Beijing University of Technology|Beijing University of Technology|Beijing University of Technology,39,Divergent-convergent attention for image captioning,https://doi.org/10.1016/j.patcog.2021.107928,3.57768176,FALSE,en,FALSE,closed,Pattern Recognition,journal,2021-03-09,article
https://openalex.org/W3138534878,,Peng Tian|Hongwei Mo|Laihao Jiang,Harbin Engineering University|Harbin Engineering University|Harbin Engineering University,8,Scene graph generation by multi-level semantic tasks,https://doi.org/10.1007/s10489-020-02115-2,0.71553635,FALSE,en,FALSE,closed,Applied Intelligence,journal,2021-03-17,article
https://openalex.org/W3139586422,"Scene graph is a structured representation of a scene that can clearly express the objects, attributes, and relationships between objects in the scene. As computer vision technology continues to develop, people are no longer satisfied with simply detecting and recognizing objects in images; instead, people look forward to a higher level of understanding and reasoning about visual scenes. For example, given an image, we want to not only detect and recognize objects in the image, but also know the relationship between objects (visual relationship detection), and generate a text description (image captioning) based on the image content. Alternatively, we might want the machine to tell us what the little girl in the image is doing (Visual Question Answering (VQA)), or even remove the dog from the image and find similar images (image editing and retrieval), etc. These tasks require a higher level of understanding and reasoning for image vision tasks. The scene graph is just such a powerful tool for scene understanding. Therefore, scene graphs have attracted the attention of a large number of researchers, and related research is often cross-modal, complex, and rapidly developing. However, no relatively systematic survey of scene graphs exists at present. To this end, this survey conducts a comprehensive investigation of the current scene graph research. More specifically, we first summarized the general definition of the scene graph, then conducted a comprehensive and systematic discussion on the generation method of the scene graph (SGG) and the SGG with the aid of prior knowledge. We then investigated the main applications of scene graphs and summarized the most commonly used datasets. Finally, we provide some insights into the future development of scene graphs. We believe this will be a very helpful foundation for future research on scene graphs.",Xiaojun Chang|Pengzhen Ren|Pengfei Xu|Zhihui Li|Xiaojiang Chen|Alex Hauptmann,,11,Scene Graphs: A Survey of Generations and Applications.,,,FALSE,en,TRUE,green,arXiv (Cornell University),repository,2021-03-17,preprint
https://openalex.org/W3156197669,,Jingwen Duan|Weidong Min|Deyu Lin|Jianfeng Xu|Xin Xiong,Nanchang University|Education Department of Jiangxi Province|Nanchang University|Nanchang University|Nanchang University|Nanchang University,6,Multimodal graph inference network for scene graph generation,https://doi.org/10.1007/s10489-021-02304-7,0.30665844,FALSE,en,FALSE,closed,Applied Intelligence,journal,2021-04-13,article
https://openalex.org/W3153500265,,Jiancheng Ni|Susu Zhang|Zili Zhou|Lijun Hou|Jie Hou|Feng Gao,Qufu Normal University|Qufu Normal University|Qufu Normal University|Qufu Normal University|Qufu Normal University|Qufu Normal University,7,Background and foreground disentangled generative adversarial network for scene image synthesis,https://doi.org/10.1016/j.cag.2021.04.003,0.71553635,FALSE,en,FALSE,closed,Computers & Graphics,journal,2021-04-19,article
https://openalex.org/W3157307310,"Video scene graph generation (ViDSGG), the creation of video scene graphs that helps in deeper and better visual scene understanding, is a challenging task. Segment-based and sliding-window based methods have been proposed to perform this task. However, they all have certain limitations. This study proposes a novel deep neural network model called VSGG-Net for video scene graph generation. The model uses a sliding window scheme to detect object tracklets of various lengths throughout the entire video. In particular, the proposed model presents a new tracklet pair proposal method that evaluates the relatedness of object tracklet pairs using a pretrained neural network and statistical information. To effectively utilize the spatio-temporal context, low-level visual context reasoning is performed using a spatio-temporal context graph and a graph neural network as well as high-level semantic context reasoning. To improve the detection performance for sparse relationships, the proposed model applies a class weighting technique that adjusts the weight of sparse relationships to a higher level. This study demonstrates the positive effect and high performance of the proposed model through experiments using the benchmark dataset VidOR and VidVRD.",Gayoung Jung|Jonghun Lee|Incheol Kim,Kyonggi University|Kyonggi University|Kyonggi University,9,Tracklet Pair Proposal and Context Reasoning for Video Scene Graph Generation,https://doi.org/10.3390/s21093164,0.71553635,FALSE,en,TRUE,gold,Sensors,journal,2021-05-02,article
https://openalex.org/W3123505479,,Fei Deng|Zhuo Zhi|Donghun Lee|Sungjin Ahn,"Rutgers Sexual and Reproductive Health and Rights|University of California, San Diego|Electronics and Telecommunications Research Institute|Rutgers Sexual and Reproductive Health and Rights",10,Generative Scene Graph Networks,,1.02219479,FALSE,en,FALSE,closed,,,2021-05-03,article
https://openalex.org/W3120919044,,Guoshun Nan|Jiaqi Zeng|Rui Qiao|Wei Lu,Singapore University of Technology and Design|Shanghai Jiao Tong University|Singapore University of Technology and Design|Singapore University of Technology and Design,0,Counterfactual Thinking for Long-tailed Information Extraction,,0.0,FALSE,en,FALSE,closed,,,2021-05-04,article
https://openalex.org/W3107392300,"Scene graph (SG) generation has been gaining a lot of traction recently. Current SG generation techniques, however, rely on the availability of expensive and limited number of labeled datasets. Synthetic data offers a viable alternative as labels are essentially free. However, neural network models trained on synthetic data, do not perform well on real data because of the domain gap. To overcome this challenge, we propose Sim2SG, a scalable technique for sim-to-real transfer for scene graph generation. Sim2SG addresses the domain gap by decomposing it into appearance, label and prediction discrepancies between the two domains. We handle these discrepancies by introducing pseudo statistic based self-learning and adversarial techniques. Sim2SG does not require costly supervision from the real-world dataset. Our experiments demonstrate significant improvements over baselines in reducing the domain gap both qualitatively and quantitatively. We validate our approach on toy simulators, as well as realistic simulators evaluated on real-world data.",Aayush Prakash|Shoubhik Debnath|Jean Francois Lafleche|Eric Cameracci|Gavriel State|Marc T. Law,Nvidia (United Kingdom)|Nvidia (United Kingdom)|Nvidia (United Kingdom)|Nvidia (United Kingdom)|Nvidia (United Kingdom)|Nvidia (United Kingdom),1,Sim2SG: Sim-to-Real Scene Graph Generation for Transfer Learning,,,FALSE,en,TRUE,green,arXiv (Cornell University),repository,2021-05-04,preprint
https://openalex.org/W3110903909,,Kyoung-Woon On|Eun‐Sol Kim|Il-Jae Kwon|Sangwoong Yoon|Byoung‐Tak Zhang,Seoul National University|Brain (Germany)|Kao Corporation (Japan)|Seoul National University|Seoul National University|Seoul National University,0,Spectrally Similar Graph Pooling,,0.0,FALSE,en,FALSE,closed,,,2021-05-04,article
https://openalex.org/W3133440195,,Yizhou Zhang|Zhaoheng Zheng|Yan Liu,Southern California University for Professional Studies|University of Southern California|Southern California University for Professional Studies|University of Southern California|University of Southern California|Southern California University for Professional Studies,0,Weakly Supervised Scene Graph Grounding,,0.0,FALSE,en,FALSE,closed,,,2021-05-04,article
https://openalex.org/W3176313262,"Visual storytelling is a task of creating a short story based on photo streams. Different from visual captions, stories contain not only factual descriptions, but also imaginary concepts that do not appear in the images. In this paper, we propose a novel imagine-reason-write generation framework (IRW) for visual storytelling, inspired by the logic of humans when they write the story. First, an imagine module is leveraged to learn the imaginative storyline explicitly, improving the coherence and reasonability of the generated story. Second, we employ a reason module to fully exploit the external knowledge (commonsense knowledge base) and task-specific knowledge (scene graph and event graph) with relational reasoning method based on the storyline. In this way, we can effectively capture the most informative commonsense and visual relationships among objects in images, which enhances the diversity and informativeness of the generated story. Finally, we integrate the imaginary concepts and relational knowledge to generate human-like story based on the original semantics of images. Extensive experiments on a benchmark dataset (i.e., VIST) demonstrate that the proposed IRW framework significantly outperforms the state-of-the-art methods across multiple evaluation metrics.",Chunpu Xu|Min Yang|Chengming Li|Ying Shen|Xiang Ao|Ruifeng Xu,Shenzhen Institutes of Advanced Technology|Shenzhen Institutes of Advanced Technology|Shenzhen Institutes of Advanced Technology||Institute of Computing Technology|Harbin Institute of Technology,26,"Imagine, Reason and Write: Visual Storytelling with Graph Knowledge and Relational Reasoning",https://doi.org/10.1609/aaai.v35i4.16410,1.39359356,FALSE,en,TRUE,diamond,Proceedings of the AAAI Conference on Artificial Intelligence,conference,2021-05-18,article
https://openalex.org/W3164115078,"Abstract The automatic generation of realistic images directly from a story text is a very challenging problem, as it cannot be addressed using a single image generation approach due mainly to the semantic complexity of the story text constituents. In this work, we propose a new approach that decomposes the task of story visualization into three phases: semantic text understanding, object layout prediction, and image generation and refinement. We start by simplifying the text using a scene graph triple notation that encodes semantic relationships between the story objects. We then introduce an object layout module to capture the features of these objects from the corresponding scene graph. Specifically, the object layout module aggregates individual object features from the scene graph as well as averaged or likelihood object features generated by a graph convolutional neural network. All these features are concatenated to form semantic triples that are then provided to the image generation framework. For the image generation phase, we adopt a scene graph image generation framework as stage-I, which is refined using a StackGAN as stage-II conditioned on the object layout module and the generated output image from stage-I. Our approach renders object details in high-resolution images while keeping the image structure consistent with the input text. To evaluate the performance of our approach, we use the COCO dataset and compare it with three baseline approaches, namely, sg2im, StackGAN and AttnGAN, in terms of image quality and user evaluation. According to the obtained assessment results, our object layout guidance-based approach significantly outperforms the abovementioned baseline approaches in terms of the accuracy of semantic matching and realism of the generated images representing the story text sentences.",Jezia Zakraoui|Moutaz Saleh|Somaya Al-Máadeed|Jihad Mohammed Jaam,Qatar University|Qatar University|Qatar University|Qatar University,19,Improving text-to-image generation with object layout guidance,https://doi.org/10.1007/s11042-021-11038-0,1.32885323,FALSE,en,TRUE,hybrid,Multimedia Tools and Applications,journal,2021-05-20,article
https://openalex.org/W3205633134,,Xinghang Li|Di Guo|Huaping Liu|Fuchun Sun,Tsinghua University|Center for Information Technology|Tsinghua University|Center for Information Technology|Center for Information Technology|Tsinghua University|Center for Information Technology|Tsinghua University,11,Robotic Indoor Scene Captioning from Streaming Video,https://doi.org/10.1109/icra48506.2021.9560904,1.02219479,FALSE,en,FALSE,closed,,,2021-05-30,article
https://openalex.org/W3173399746,,Yifeng Zhang|Ming Jiang|Qi Zhao,University of Minnesota System|University of Minnesota System|University of Minnesota System,25,Explicit Knowledge Incorporation for Visual Reasoning,https://doi.org/10.1109/cvpr46437.2021.00141,2.55548697,FALSE,en,FALSE,closed,,,2021-06-01,article
https://openalex.org/W3174151851,,Sijin Wang|Ziwei Yao|Ruiping Wang|Zhongqin Wu|Xilin Chen,Institute of Computing Technology|University of Chinese Academy of Sciences|Chinese Academy of Sciences|University of Chinese Academy of Sciences|Institute of Computing Technology|Chinese Academy of Sciences|Institute of Computing Technology|Chinese Academy of Sciences|University of Chinese Academy of Sciences||Institute of Computing Technology|University of Chinese Academy of Sciences|Chinese Academy of Sciences,27,FAIEr: Fidelity and Adequacy Ensured Image Caption Evaluation,https://doi.org/10.1109/cvpr46437.2021.01383,2.35104802,FALSE,en,FALSE,closed,,,2021-06-01,article
https://openalex.org/W3178679506,,Cheng-Fu Yang|Wan-Cyuan Fan|Fu-En Yang|Yu-Chiang Frank Wang,National Taiwan University|National Taiwan University|Asus (Taiwan)|National Taiwan University|National Taiwan University|Asus (Taiwan),36,LayoutTransformer: Scene Layout Generation with Conceptual and Spatial Diversity,https://doi.org/10.1109/cvpr46437.2021.00373,2.96436489,FALSE,en,FALSE,closed,,,2021-06-01,article
https://openalex.org/W3191053189,,Amir Rahimi|Kevin Lee|Amit Agarwal|Hyukseong Kwon|Rajan Bhattacharyya,HRL Laboratories (United States)|HRL Laboratories (United States)|HRL Laboratories (United States)|HRL Laboratories (United States)|HRL Laboratories (United States),2,Toward Improving The Visual Characterization of Sport Activities With Abstracted Scene Graphs,https://doi.org/10.1109/cvprw53098.2021.00507,0.0,FALSE,en,FALSE,closed,,,2021-06-01,article
https://openalex.org/W3168680617,,Xian Zhong|Zhengwei Yang|Mang Ye|Wenxin Huang|Jingling Yuan|Chia‐Wen Lin,Wuhan University of Technology|Wuhan University of Technology|Wuhan University|Hubei University|Wuhan University of Technology|National Tsing Hua University,9,Auxiliary Bi-Level Graph Representation for Cross-Modal Image-Text Retrieval,https://doi.org/10.1109/icme51207.2021.9428380,0.91997531,FALSE,en,FALSE,closed,,,2021-06-09,article
https://openalex.org/W3168245224,,Yao Yang|Bo Gu,Sun Yat-sen University|Sun Yat-sen University,2,Multiple Hub-Driven Attention Graph Network for Scene Graph Generation,https://doi.org/10.1109/icme51207.2021.9428430,0.20443896,FALSE,en,FALSE,closed,,,2021-06-09,article
https://openalex.org/W3171522711,,Hao Zhou|Tingjin Luo|Jun Zhang|Jun Lei|Shuo Li,National University of Defense Technology|National University of Defense Technology|National University of Defense Technology|National University of Defense Technology|National University of Defense Technology,2,Relationship-Aware Primal-Dual Graph Attention Network For Scene Graph Generation,https://doi.org/10.1109/icme51207.2021.9428472,0.10221948,FALSE,en,FALSE,closed,,,2021-06-09,article
https://openalex.org/W3167621940,,Yao Yang|Bo Gu|Mamoun Alazab|Neeraj Kumar|Han Yu,Sun Yat-sen University|Sun Yat-sen University|Charles Darwin University|Asia University|University of Petroleum and Energy Studies|Thapar Institute of Engineering & Technology|Key Laboratory of Guangdong Province|Sun Yat-sen University,10,Integrating Multihub Driven Attention Mechanism and Big Data Analytics for Virtual Representation of Visual Scenes,https://doi.org/10.1109/tii.2021.3089689,1.02219479,FALSE,en,FALSE,closed,IEEE Transactions on Industrial Informatics,journal,2021-06-16,article
https://openalex.org/W3206790637,,Xinghang Li|Di Guo|Huaping Liu|Fuchun Sun,,7,Embodied Semantic Scene Graph Generation,,0.38007097,FALSE,en,FALSE,closed,5th Annual Conference on Robot Learning,conference,2021-06-19,article
https://openalex.org/W3176524055,,An-An Liu|Hongshuo Tian|Ning Xu|Weizhi Nie|Yongdong Zhang|Mohan Kankanhalli,China Machine Press|Tianjin University|Tianjin University|Tianjin University|Tianjin University|University of Science and Technology of China|Chinese Academy of Sciences|National University of Singapore,37,Toward Region-Aware Attention Learning for Scene Graph Generation,https://doi.org/10.1109/tnnls.2021.3086066,3.16880385,FALSE,en,FALSE,closed,IEEE Transactions on Neural Networks and Learning Systems,journal,2021-06-21,article
https://openalex.org/W3215994516,,Xutao Deng|Liang Xie|Yibo Cui|Meishan Zhang|Huijiong Yan|Ye Yan|Erwei Yin,Academy of Military Medical Sciences|Academy of Military Medical Sciences|Academy of Military Medical Sciences|Tianjin University|Academy of Military Medical Sciences|Academy of Military Medical Sciences|Academy of Military Medical Sciences,0,Modular Attention Network based on Language Model for Referring Expression,https://doi.org/10.1109/mlise54096.2021.00023,0.0,FALSE,en,FALSE,closed,,,2021-07-01,article
https://openalex.org/W3186819486,"A deep understanding of our visual world is more than an isolated perception on a series of objects, and the relationships between them also contain rich semantic information. Especially for those satellite remote sensing images, the span is so large that the various objects are always of different sizes and complex spatial compositions. Therefore, the recognition of semantic relations is conducive to strengthen the understanding of remote sensing scenes. In this paper, we propose a novel multi-scale semantic fusion network (MSFN). In this framework, dilated convolution is introduced into a graph convolutional network (GCN) based on an attentional mechanism to fuse and refine multi-scale semantic context, which is crucial to strengthen the cognitive ability of our model Besides, based on the mapping between visual features and semantic embeddings, we design a sparse relationship extraction module to remove meaningless connections among entities and improve the efficiency of scene graph generation. Meanwhile, to further promote the research of scene understanding in remote sensing field, this paper also proposes a remote sensing scene graph dataset (RSSGD). We carry out extensive experiments and the results show that our model significantly outperforms previous methods on scene graph generation. In addition, RSSGD effectively bridges the huge semantic gap between low-level perception and high-level cognition of remote sensing images.",Peng Li|Dezheng Zhang|Aziguli Wulamu|Xin Liu|Peng Chen,University of Science and Technology Beijing|University of Science and Technology Beijing|University of Science and Technology Beijing|University of Alberta|University of Science and Technology Beijing|Bank of China,14,Semantic Relation Model and Dataset for Remote Sensing Scene Understanding,https://doi.org/10.3390/ijgi10070488,0.91997531,FALSE,en,TRUE,gold,ISPRS International Journal of Geo-Information,journal,2021-07-17,article
https://openalex.org/W3199179967,,Haiyan Gao|Xin Tian|Yi Ji|Ying Li|Chunping Liu,Soochow University|Soochow University|Soochow University|Soochow University|Soochow University,0,Do We Really Reduce Bias for Scene Graph Generation?,https://doi.org/10.1109/ijcnn52387.2021.9533447,0.0,FALSE,en,FALSE,closed,,,2021-07-18,article
https://openalex.org/W3199100740,,Zhichao Zhang|Junyu Dong|Qilu Zhao|Lin Qi|Shu Zhang,Ocean University of China|Ocean University of China|Ocean University of China|Ocean University of China|Ocean University of China,0,Attention LSTM for Scene Graph Generation,https://doi.org/10.1109/icivc52351.2021.9526967,0.0,FALSE,en,FALSE,closed,,,2021-07-23,article
https://openalex.org/W3194910448,,Quoc-An Luong|Duc Minh Vo|Akihiro Sugimoto,"The Graduate University for Advanced Studies, SOKENDAI|Nippon Soken (Japan)|The University of Tokyo|National Institute of Informatics",0,Saliency based Subject Selection for Diverse Image Captioning,https://doi.org/10.23919/mva51890.2021.9511360,0.0,FALSE,en,FALSE,closed,,,2021-07-25,article
https://openalex.org/W3197904762,"Abstract Lots of machine learning tasks require dealing with graph data, and among them, scene graph generation is a challenging one that calls for graph neural networks’ potential ability. In this paper, we present a definition of graph neural network (GNN) consists of node, edge and global attribute, as well as their corresponding update and aggregate functions. Based on this, we then propose a realization of GNN model called Graph-LSTM and use it in scene graph generation. The model first extracts the item features in the image as the initial states of the node-LSTM representing subject/object and edge-LSTM representing predicate. Two LSTMs update the states via LSTM’s timestep and aggregate information via message passing. Repeat the update-aggregate until convergence. Meanwhile, the tag feature, i.e., the generated probability distribution of image’s semantic concepts is sent to the LSTM through a semantic compositional network (SCN). The SCN-LSTM is trained in an ensemble style, and hence allows the tag feature to serve as the global attribute providing context information to all individuals. The LSTMs’ final states are input to inference modules and generate the triplet ( subject, predicate, object ) of the scene graph. Experimental results show that Graph-LSTM outperforms the Message Passing and the attention Graph Covolutional Network methods, proving the effectiveness of the proposed scheme.",Tong Shao|Dapeng Wu,University of Florida|University of Florida,3,Graph-LSTM with Global Attribute for Scene Graph Generation,https://doi.org/10.1088/1742-6596/2003/1/012001,0.42331073,FALSE,en,TRUE,diamond,Journal of Physics Conference Series,journal,2021-08-01,article
https://openalex.org/W4300711121,"This paper presents an approach for modeling landmark sites such as the Statue of Liberty based on large-scale contaminated image collections gathered from the Internet. Our system combines 2D appearance and 3D geometric constraints to efficiently extract scene summaries, build 3D models, and recognize instances of the landmark in new test images. We start by clustering images using low-dimensional global “gist” descriptors. Next, we perform geometric verification to retain only the clusters whose images share a common 3D structure. Each valid cluster is then represented by a single iconic view, and geometric relationships between iconic views are captured by an iconic scene graph. In addition to serving as a compact scene summary, this graph is used to guide structure from motion to efficiently produce 3D models of the different aspects of the landmark. The set of iconic images is also used for recognition, i.e., determining whether new test images contain the landmark. Results on three data sets consisting of tens of thousands of images demonstrate the potential of the proposed approach.",Xiaowei li|Changchang Wu|Christopher Zach|Svetlana Lazebnik|Jan‐Michael Frahm,University of North Carolina at Chapel Hill|University of North Carolina at Chapel Hill|University of North Carolina at Chapel Hill|University of North Carolina at Chapel Hill|University of North Carolina at Chapel Hill,0,Modeling and Recognition of Landmark Image Collections Using Iconic Scene Graphs,https://doi.org/10.17615/gzka-wp71,0.0,FALSE,en,TRUE,green,UNC Libraries,repository,2021-08-14,article
https://openalex.org/W3213351830,,Xian Zhong|Tianyou Lu|Wenxuan Liu|Duxiu Feng|Qi Cui|Luo Zhong,Wuhan University of Technology|Wuhan University of Technology|Wuhan University of Technology||China State Construction Engineering (China)|Wuhan University of Technology,0,Visual Relationship Learning for Cross-Modal Retrieval,https://doi.org/10.1109/iccse51940.2021.9569264,0.0,FALSE,en,FALSE,closed,,,2021-08-17,article
https://openalex.org/W3196620563,,Yupan Huang|Zhaoyang Zeng|Yutong Lu,Sun Yat-sen University|Sun Yat-sen University|Sun Yat-sen University,4,"Be Specific, Be Clear: Bridging Machine and Human Captions by Scene-Guided Transformer",https://doi.org/10.1145/3463945.3469054,0.40887792,FALSE,en,FALSE,closed,,,2021-08-21,article
https://openalex.org/W3195588784,,Cong Bai|Anqi Zheng|Huang Yuan|Xiang Pan|Nan Chen,Zhejiang University of Technology|Zhejiang University of Technology|Zhejiang University of Technology|Zhejiang University of Technology|Qilu Normal University,42,Boosting convolutional image captioning with semantic content and visual relationship,https://doi.org/10.1016/j.displa.2021.102069,3.27102333,FALSE,en,FALSE,closed,Displays,journal,2021-08-23,article
https://openalex.org/W3196091473,,Haishun Chen|Ying Wang|Xin Yang|Jie Li,Xidian University|Xidian University|Xidian University|Xidian University,17,Captioning Transformer With Scene Graph Guiding,https://doi.org/10.1109/icip42928.2021.9506193,1.32885323,FALSE,en,FALSE,closed,,,2021-08-23,article
https://openalex.org/W3195149243,,Wonhee Lee|Sungeun Kim|Gunhee Kim,Samsung (South Korea)|Seoul National University|Seoul National University|Seoul National University,0,Contextual Label Transformation For Scene Graph Generation,https://doi.org/10.1109/icip42928.2021.9506213,0.0,FALSE,en,FALSE,closed,,,2021-08-23,article
https://openalex.org/W3194878172,,Toshal Patel|Alvin Yan Hong Yao|Qiang Yu|Wei Tsang Ooi|Roger Zimmermann,National University of Singapore|National University of Singapore|Seagate (United States)|National University of Singapore|National University of Singapore,5,Multi-Camera Video Scene Graphs for Surveillance Videos Indexing and Retrieval,https://doi.org/10.1109/icip42928.2021.9506713,0.30665844,FALSE,en,FALSE,closed,,,2021-08-23,article
https://openalex.org/W3197809352,,Yu Duan|Yun Xiong|Yao Zhang|Yuwei Fu|Yangyong Zhu,Fudan University|Fudan University|Fudan University|Fudan University|Fudan University,8,HSGMP,https://doi.org/10.1145/3460426.3463650,0.81775583,FALSE,en,FALSE,closed,,,2021-08-24,article
https://openalex.org/W3195797850,,An-An Liu|Zimu Lu|Ning Xu|Weizhi Nie|Wenhui Li,Tianjin University|Tianjin University|Tianjin University|Tianjin University|Tianjin University,5,Multi-type decision fusion network for visual Q&amp;A,https://doi.org/10.1016/j.imavis.2021.104281,0.51109739,FALSE,en,FALSE,closed,Image and Vision Computing,journal,2021-08-24,article
https://openalex.org/W3200680343,,Syefrida Yulina,Caltex Riau Polytechnic|Peninsula Library System,0,Design and Implementation: JavaFX Face Detection with Scene Builder and Netbeans IDE,,,FALSE,en,FALSE,closed,,,2021-08-25,article
https://openalex.org/W3208355706,,Zhijie Qin|Wei Zhong|Fei Hu|Xinyan Yang|Long Ye|Qin Zhang,Communication University of China|Communication University of China|Communication University of China|Communication University of China|Communication University of China|Communication University of China,1,Layout Structure Assisted Indoor Image Generation,https://doi.org/10.1109/mipr51284.2021.00061,0.0,FALSE,en,FALSE,closed,,,2021-09-01,article
https://openalex.org/W3204531320,"Aiming at the problem of ill-posed regions with blurred disparity edges,unsmooth disparity,discontinuous disparity of a single object,and holes in stereo matching,a lightweight real-time binocular depth estimation algorithm is proposed,which uses the semantic tags obtained by semantic segmentation of the scene graph and the edge detail images obtained by edge detection asauxi-liary loss,and the ground truth image as the main loss,to construct the joint loss function which can better supervise the generation of the disparity map.In addition,a lightweight feature extraction module is constructed to reduce the redundancy of the feature extraction stage,which can better simplify the feature extraction steps,and improve the real-time and lightness of the network.Finally,the idea of from coarse to fine is used to realize the gradual refinement process of the disparity map with fusion of low-resolution disparity map deformation and high-resolution feature map to generate disparity maps of different scales in stages,meanwhile,the detailed features are gradually enriched,thus obtaining the final accurate disparity map.The 3px error rate of 1.72% is obtained on the KITTI 2012 dataset,the Vintge error rate on the Middlebury 2014 dataset is 1.23%,the Playroom error rate is 2.23%,and the Recycle error rate is 1.65%.Meanwhile,the calculation time on the Scene Flow dataset reaches 0.76 s with 2.4 G memory occupation,which significantly improves the accuracy and computational efficiency of stereo matching algorithms in the ill-posed regions,meets the real-time requirements in engineering practice,and has important guiding significance for real-time 3D reconstruction tasks.",Peng Zhang|Wang Xinqing|Yi Xiao|Baoguo Duan|Honghui Xu,,1,Real-time Binocular Depth Estimation Algorithm Based on Semantic Edge Drive,https://doi.org/10.11896/jsjkx.200800203,0.09168142,FALSE,en,TRUE,green,SHILAP Revista de lepidopterología,journal,2021-09-01,article
https://openalex.org/W3198555355,,Bingqian Lin|Yi Zhu|Xiaodan Liang,Sun Yat-sen University|University of Chinese Academy of Sciences|Sun Yat-sen University,23,Atom correlation based graph propagation for scene graph generation,https://doi.org/10.1016/j.patcog.2021.108300,1.9421701,FALSE,en,FALSE,closed,Pattern Recognition,journal,2021-09-03,article
https://openalex.org/W3199006865,"In this paper, we address the problem of image sequence-based self-localization (ISS) from a new highly compressive scene representation called sequential semantic scene graph (S3G). Recent developments in deep graph convolutional neural networks (GCNs) have enabled a highly compressive visual place classifier (VPC) that can use a scene graph as the input modality. However, in such a highly compressive application, the amount of information lost in the image-to-graph mapping is significant and can damage the classification performance. To address this issue, we propose a pair of similarity-preserving mappings, image-to-nodes and image-to-edges, such that the nodes and edges act as absolute and relative features, respectively, that complement each other. Moreover, the proposed GCN-VPC is applied to a new task of viewpoint planning (VP) of the query image sequence, which contributes to further improvement in the VPC performance. Experiments using the public NCLT dataset validated the effectiveness of the proposed method.",Mitsuki Yoshida|Ryogo Yamamoto|Tanaka Kanji,||University of Fukui,1,S3G-ARM: Highly Compressive Visual Self-localization from Sequential Semantic Scene Graph Using Absolute and Relative Measurements.,,,FALSE,en,TRUE,green,arXiv (Cornell University),repository,2021-09-09,preprint
https://openalex.org/W3201890160,,Jing Shi|Yiwu Zhong|Ning Xu|Yin Li|Chenliang Xu,University of Rochester|University of Wisconsin–Madison|Adobe Systems (United States)|University of Wisconsin–Madison|University of Rochester,23,A Simple Baseline for Weakly-Supervised Scene Graph Generation,https://doi.org/10.1109/iccv48922.2021.01608,1.33024839,FALSE,en,FALSE,closed,2021 IEEE/CVF International Conference on Computer Vision (ICCV),conference,2021-10-01,article
https://openalex.org/W3208467797,,Nuno Pereira|Anthony Rowe|Michael W. Farb|Ivan Liang|Edward Lu|Eric Riebling,Carnegie Mellon University|Polytechnic Institute of Porto|Carnegie Mellon University|Carnegie Mellon University|Carnegie Mellon University|Carnegie Mellon University|Carnegie Mellon University,35,ARENA: The Augmented Reality Edge Networking Architecture,https://doi.org/10.1109/ismar52148.2021.00065,3.06658437,FALSE,en,FALSE,closed,,,2021-10-01,article
https://openalex.org/W3201861986,,Yichao Lu|Himanshu Rai|Jason S. Chang|B. A. Knyazev|Guangwei Yu|Shashank Shekhar|Graham W. Taylor|Maksims Volkovs,|||University of Guelph|Vector Institute||University of Guelph|Vector Institute|University of Guelph|Vector Institute|,78,Context-aware Scene Graph Generation with Seq2Seq Transformers,https://doi.org/10.1109/iccv48922.2021.01563,3.86405486,FALSE,en,FALSE,closed,2021 IEEE/CVF International Conference on Computer Vision (ICCV),conference,2021-10-01,article
https://openalex.org/W3201670572,,Markos Diomataris|Nikolaos Gkanatsios|Vassilis Pitsikalis|Petros Maragos,National Technical University of Athens|Carnegie Mellon University||National Technical University of Athens,6,Grounding Consistency: Distilling Spatial Common Sense for Precise Visual Relationship Detection,https://doi.org/10.1109/iccv48922.2021.01561,0.31672581,FALSE,en,FALSE,closed,2021 IEEE/CVF International Conference on Computer Vision (ICCV),conference,2021-10-01,article
https://openalex.org/W3215135886,,Kang Zhou|Chi Guo|Huyin Zhang,Wuhan University|Beijing Satellite Navigation Center|Wuhan University|Wuhan University,4,Visual Navigation via Reinforcement Learning and Relational Reasoning,https://doi.org/10.1109/swc50871.2021.00027,0.20443896,FALSE,en,FALSE,closed,,,2021-10-01,article
https://openalex.org/W3214782054,,Jia‐Qi Zhang|Xiang Xu|Zhi‐Meng Shen|Zehuan Huang|Yang Zhao|Yan‐Pei Cao|Pengfei Wan|Miao Wang,Beihang University|Beihang University|Beihang University|Beihang University|Beihang University|Guilford Technical Community College|Kuaishou (China)|Kuaishou (China)|Guilford Technical Community College|Beihang University,15,Write‐An‐Animation: High‐level Text‐based Animation Editing with Character‐Scene Interaction,https://doi.org/10.1111/cgf.14415,1.19549618,FALSE,en,FALSE,closed,Computer Graphics Forum,journal,2021-10-01,article
