no,arxiv_url,title,authors,abstract_kor
631,http://arxiv.org/abs/2407.21580 ,Voxel Scene Graph for Intracranial Hemorrhage,"Antoine P. Sanner, Nils F. Grauhan, Marc A. Brockmann, Ahmed E. Othman, Anirban Mukhopadhyay","두개내 출혈(ICH) 환자는 잠재적으로 생명을 위협하는 상태에 직면해 있으며, 가능한 임상 합병증으로 인해 환자 중심의 개별화된 치료는 여전히 어려운 상황입니다. 딥러닝 기반 방법은 일상적으로 획득한 두부 CT를 효율적으로 분석하여 임상 의사 결정을 지원할 수 있습니다. 초기 연구의 대부분은 무형문화유산의 탐지와 세분화에 초점을 맞추고 있지만 무형문화유산과 인접한 뇌 구조 사이의 복잡한 관계를 모델링하지는 않습니다. 이 작업에서 우리는 임상 대뇌 장면의 전체적인 표현을 학습하기 위해 분할 기반 장면 그래프 생성(SGG) 방법과 결합한 ICH용 맞춤형 개체 감지 방법을 설계합니다. 우리가 아는 한, 이는 3D 복셀 이미지에 SGG를 적용한 최초의 사례입니다. 우리는 두 개의 머리 CT 데이터 세트에 대한 방법을 평가하고 모델이 임상적으로 관련된 관계의 최대 74%를 회상할 수 있음을 보여줍니다. 이 작업은 3D 복셀 데이터를 위한 SGG의 기반을 마련합니다. 생성된 장면 그래프는 이미 임상의에게 통찰력을 제공할 수 있을 뿐만 아니라 간결하고 해석 가능한 표현으로서 모든 다운스트림 작업에 유용합니다."
630,http://arxiv.org/abs/2407.20214 ,SANGRIA: Surgical Video Scene Graph Optimization for Surgical Workflow Prediction,"Çağhan Köksal, Ghazal Ghazaei, Felix Holm, Azade Farshad, Nassir Navab",그래프 기반의 전체적인 장면 표현은 수술 흐름 이해를 촉진하며 최근 상당한 성공을 거두었습니다. 그러나 이 작업은 조밀하게 주석이 달린 수술 장면 데이터의 제한된 가용성으로 인해 종종 방해를 받습니다. 이 작업에서는 다운스트림 작업에서 수술 장면 그래프를 생성하고 최적화하기 위한 엔드투엔드 프레임워크를 소개합니다. 우리의 접근 방식은 그래프 기반 스펙트럼 클러스터링의 유연성과 기초 모델의 일반화 기능을 활용하여 학습 가능한 속성을 갖춘 비지도 장면 그래프를 생성합니다. 우리는 시간적 이웃에 걸쳐 시간적으로 일관된 클러스터를 예측하기 위해 연속 프레임 간의 로컬 일치를 사용하여 희박한 시간적 연결로 초기 공간 그래프를 강화합니다. 위상 분할의 다운스트림 작업과 함께 동적 장면 그래프의 시공간 관계 및 노드 기능을 공동으로 최적화함으로써 약한 수술 위상 레이블만 사용하여 수술 비디오에서 의미론적 장면 이해 및 장면 그래프 생성이라는 비용이 많이 들고 주석 부담이 큰 작업을 해결합니다. 또한 파이프라인 내에 효과적인 중간 장면 표현 분리 단계를 통합함으로써 당사의 솔루션은 CATARACTS 데이터세트의 SOTA보다 수술 워크플로우 인식에서 8% 정확도와 10% F1 점수를 능가합니다.
629,http://arxiv.org/abs/2407.19259 ,Fine-Grained Scene Graph Generation via Sample-Level Bias Prediction,"Yansheng Li, Tingzhu Wang, Kang Wu, Linlin Wang, Xin Guo, Wenbin Wang","SGG(장면 그래프 생성)는 이미지의 개체 간 관계를 탐색하고 장면 요약 그래프를 얻어 다운스트림 작업을 더 효과적으로 처리하는 것을 목표로 합니다. 그러나 롱테일 문제는 장면 그래프의 품질에 부정적인 영향을 미쳤습니다. 예측은 대략적인 관계에 의해 지배되며 보다 유익한 세부적인 관계가 부족합니다. 하나의 개체 쌍(즉, 하나의 샘플)의 결합 영역에는 풍부하고 전용된 상황별 정보가 포함되어 있어 원래 관계 예측을 개선하기 위한 샘플별 편향을 예측할 수 있습니다. 따라서 우리는 세분화된 SGG(SBG)에 대한 새로운 샘플 수준 바이어스 예측(SBP) 방법을 제안합니다. 먼저, 우리는 고전적인 SGG 모델을 훈련시키고, 하나의 고전적인 SGG 모델을 사용하여 정답 레이블과 예측 레이블 사이의 마진을 계산하여 수정 편향 세트를 구성합니다. 그런 다음 구성된 수정 편향을 예측하는 방법을 학습하는 편향 지향 생성적 적대 신경망(BGAN)을 고안합니다. 이는 거친 관계에서 세분화된 관계로 원래 예측을 수정하는 데 사용할 수 있습니다. VG, GQA 및 VG-1800 데이터 세트에 대한 광범위한 실험 결과는 SBG가 Motif, VCtree 및 Transformer의 세 가지 주류 SGG 모델에서 Average@K 측면에서 최첨단 방법보다 성능이 우수하다는 것을 보여줍니다. VG의 데이터 세트 수준 수정 방법과 비교하여 SBG는 PredCls, SGCls 및 SGDet 작업에 대해 Average@K에서 각각 5.6%, 3.9% 및 3.2%의 상당한 평균 개선을 보여줍니다. 코드는 https://github.com/Zhuzi24/SBG에서 확인할 수 있습니다."
628,http://arxiv.org/abs/2407.18715 ,BCTR: Bidirectional Conditioning Transformer for Scene Graph Generation,"Peng Hao, Weilong Wang, Xiaobing Wang, Yingying Jiang, Hanchao Jia, Shaowei Cui, Junhang Wei, Xiaoshuai Hao","장면 그래프 생성(SGG)은 구성 특성으로 인해 여전히 어려운 작업입니다. 이전 접근 방식은 엔드투엔드 학습을 통해 예측 효율성을 향상시킵니다. 그러나 이러한 방법은 엔터티와 조건자 간의 단방향 조건을 가정하여 효과적인 정보 상호 작용을 제한하므로 성능이 제한됩니다. 이러한 한계를 해결하기 위해 우리는 SGG의 의미 정렬 공간에서 새로운 양방향 조건화 인수분해를 제안하여 엔터티와 조건자 간의 효율적이고 일반화 가능한 상호 작용을 가능하게 합니다. 특히 이 인수분해를 구현하기 위해 BCTR(양방향 조건 변환기)이라는 엔드투엔드 장면 그래프 생성 모델을 소개합니다. BCTR은 두 가지 핵심 모듈로 구성됩니다. 첫째, BCG(양방향 조건 생성기)는 엔터티와 조건자 간의 다단계 대화형 기능 보강을 수행하여 이러한 예측 간의 상호 향상을 가능하게 합니다. 둘째, 사전 훈련된 모델에서 다중 모드 지식을 추출하여 기능 공간을 정규화하기 위해 RFA(Random Feature Alignment)가 제공됩니다. 이 정규화된 특징 공간 내에서 BCG는 훈련 중에 다양한 관계에 걸쳐 상호 작용 패턴을 캡처하는 것이 가능하며, 학습된 상호 작용 패턴은 추론 중에 보이지 않지만 의미적으로 관련된 관계로 일반화될 수 있습니다. Visual Genome 및 Open Image V6에 대한 광범위한 실험에서는 BCTR이 두 벤치마크 모두에서 최고 수준의 성능을 달성한 것으로 나타났습니다."
627,http://arxiv.org/abs/2407.17398 ,3D Question Answering for City Scene Understanding,"Penglei Sun, Yaoxian Song, Xiang Liu, Xiaofei Yang, Qiang Wang, Tiefeng Li, Yang Yang, Xiaowen Chu","3D 다중 모드 질문 응답(MQA)은 지능형 에이전트가 3D 환경에서 주변 환경을 이해할 수 있도록 함으로써 장면 이해에 중요한 역할을 합니다. 기존 연구는 주로 실내 가사 작업과 실외 길가 자율주행 작업에 중점을 두었지만, 도시 수준의 장면 이해 작업에 대한 탐색은 제한적이었습니다. 또한 기존 연구는 도시 수준의 공간 의미 정보와 인간-환경 상호 작용 정보가 부족하여 도시 장면을 이해하는 데 어려움을 겪고 있습니다. 이러한 문제를 해결하기 위해 데이터 세트 및 방법 관점에서 3D MQA를 조사합니다. 데이터 세트 관점에서 도시 내 장면 의미론 및 인간-환경 상호 작용 작업을 통합한 최초의 데이터 세트인 도시 수준 장면 이해를 위한 City-3DQA라는 새로운 3D MQA 데이터 세트를 소개합니다. 방법론적으로 장면 그래프를 활용하여 공간적 의미를 도입하는 장면 그래프 강화된 도시 수준 이해 방법(Sg-CityU)을 제안합니다. 새로운 벤치마크가 보고되었으며 제안된 Sg-CityU는 City-3DQA의 다양한 설정에서 63.94% 및 63.76%의 정확도를 달성했습니다. 실내 3D MQA 방법 및 고급 LLM(대형 언어 모델)을 사용한 제로샷과 비교하여 Sg-CityU는 견고성과 일반화 측면에서 최첨단(SOTA) 성능을 보여줍니다."
626,http://arxiv.org/abs/2407.15396 ,Semantic Diversity-aware Prototype-based Learning for Unbiased Scene Graph Generation,"Jaehyeong Jeon, Kibum Kim, Kanghoon Yoon, Chanyoung Park","SGG(장면 그래프 생성) 작업에는 이미지 내의 개체를 감지하고 개체 간의 관계를 나타내는 조건자를 예측하는 작업이 포함됩니다. 그러나 SGG 벤치마크 데이터세트에서는 단일 조건자가 다양한 의미(즉, 의미적 다양성)를 나타낼 수 있더라도 각 주체-객체 쌍에 단일 조건자로 주석이 달려 있으며, 기존 SGG 모델은 각 쌍에 대한 유일한 조건자를 예측하도록 훈련되었습니다. 이는 결과적으로 SGG 모델이 술어에 존재할 수 있는 의미론적 다양성을 간과하게 하여 편향된 예측으로 이어집니다. 본 논문에서는 술어의 의미적 다양성에 대한 이해를 바탕으로 편견 없는 예측을 가능하게 하는 새로운 모델 독립적인 의미적 다양성 인식 프로토타입 기반 학습(DPL) 프레임워크를 제안합니다. 특히 DPL은 단일 조건자가 나타낼 수 있는 다양한 의미 체계를 구별하기 위해 각 조건자가 다루는 의미 공간의 영역을 학습합니다. 광범위한 실험을 통해 우리가 제안한 모델 독립적 DPL 프레임워크가 기존 SGG 모델에 상당한 성능 향상을 가져오고 술어의 의미론적 다양성을 효과적으로 이해한다는 사실이 입증되었습니다."
625,http://arxiv.org/abs/2407.12667 ,SG-NeRF: Neural Surface Reconstruction with Scene Graph Optimization,"Yiyang Chen, Siyan Dong, Xulong Wang, Lulu Cai, Youyi Zheng, Yanchao Yang","이미지로부터 3D 표면을 재구성하는 것은 다양한 응용 분야에 필수적입니다. 최근에는 NeRF(Neural Radiance Fields)가 3D 모델링을 위한 유망한 프레임워크로 등장했습니다. 그러나 NeRF는 정확한 카메라 포즈를 입력으로 요구하며 기존 방법은 실제 시나리오에서 흔히 발생하는 상당히 시끄러운 포즈 추정(예: 이상치)을 처리하는 데 어려움을 겪습니다. 이 과제를 해결하기 위해 우리는 장면 그래프로 발광 필드를 최적화하여 이상치 포즈의 영향을 완화하는 새로운 접근 방식을 제시합니다. 우리의 방법은 장면 그래프를 기반으로 하는 적응형 inlier-outlier 신뢰도 추정 방식을 통합하여 이웃과의 높은 호환성과 렌더링 품질의 일관성을 강조하는 이미지를 강조합니다. 또한 훈련을 용이하게 하기 위한 대략적인 전략과 함께 카메라 자세와 표면 형상을 최적화하기 위한 효과적인 IoU(Intersection-over-Union) 손실을 도입합니다. 또한, 자세한 평가를 위해 일반적인 이상값 포즈를 포함하는 새로운 데이터 세트를 제안합니다. 다양한 데이터 세트에 대한 실험 결과는 기존 접근 방식에 비해 우리 방법의 효율성과 우수성을 일관되게 입증하여 이상값을 처리하고 고품질 3D 재구성을 생성하는 데 있어 견고성을 보여줍니다. 우리의 코드와 데이터는 \url{https://github.com/Iris-cyy/SG-NeRF}에서 확인할 수 있습니다."
624,http://arxiv.org/abs/2407.11213 ,OpenPSG: Open-set Panoptic Scene Graph Generation via Large Multimodal Models,"Zijian Zhou, Zheng Zhu, Holger Caesar, Miaojing Shi","PSG(Panoptic Scene Graph Generation)는 객체를 분할하고 관계를 인식하여 이미지를 구조적으로 이해하는 것을 목표로 합니다. 이전 방법은 미리 정의된 객체 및 관계 범주를 예측하는 데 중점을 두었기 때문에 오픈 월드 시나리오에서의 적용이 제한되었습니다. LMM(Large Multimodal Model)의 급속한 발전으로 개방형 객체 감지 및 분할에서 상당한 진전이 이루어졌지만 PSG의 개방형 관계 예측은 아직 탐구되지 않았습니다. 본 논문에서는 진정한 오픈 세트 팬옵틱 장면 그래프 생성(OpenPSG)을 달성하기 위해 사전 훈련된 오픈 세트 팬옵틱 분할 모델과 통합된 오픈 세트 관계 예측 작업에 중점을 둡니다. OpenPSG는 LMM을 활용하여 자동 회귀 방식으로 개방형 관계 예측을 달성합니다. 객체 쌍의 시각적 특징을 효율적으로 추출하고 이들 사이의 관계 존재를 추정하기 위해 관계 쿼리 변환기를 소개합니다. 후자는 관련 없는 쌍을 필터링하여 예측 효율성을 향상시킬 수 있습니다. 마지막으로 PSG에서 자동회귀적으로 개방형 관계 예측을 수행하기 위한 생성 및 판단 명령을 설계합니다. 우리가 아는 한, 우리는 공개 세트 PSG 작업을 제안한 최초의 사람입니다. 광범위한 실험을 통해 우리의 방법이 개방형 관계 예측 및 파노라마 장면 그래프 생성에서 최첨단 성능을 달성한다는 것을 보여줍니다. 코드는 \url{https://github.com/franciszzj/OpenPSG}에서 확인할 수 있습니다."
623,http://arxiv.org/abs/2407.09216 ,A Fair Ranking and New Model for Panoptic Scene Graph Generation,"Julian Lorenz, Alexander Pest, Daniel Kienzle, Katja Ludwig, Rainer Lienhart","PSGG(팬옵틱 장면 그래프 생성)에서 모델은 팬옵틱 분할 마스크에 의해 기반이 되는 이미지 내 개체 간의 상호 작용을 검색합니다. Panoptic 장면 그래프에 대한 이전 평가는 동일한 객체에 대한 여러 마스크가 마스크-마스크 쌍당 여러 관계 분포로 이어질 수 있는 잘못된 평가 프로토콜의 적용을 받았습니다. 이를 활용하여 최종 점수를 높일 수 있습니다. 우리는 이 결함을 수정하고 다양한 기존 PSGG 모델에 대해 공정한 순위를 제공합니다. 기존 방법에서 관찰된 점수는 모든 2단계 방법에서 최대 7.4mR@50까지 증가하는 반면, 모든 1단계 방법에서는 최대 19.3mR@50까지 떨어지므로 올바른 평가의 중요성이 강조됩니다. 최근 출판물과 달리 기존의 2단계 방법이 1단계 방법과 경쟁적임을 보여줍니다. 이를 바탕으로 수정된 평가에서 +11 mR@50 및 +10 mNgR@50의 큰 차이로 기존의 모든 장면 그래프 모델보다 성능이 뛰어난 새로운 2단계 모델인 De커플링 SceneFormer(DSFormer)를 도입하여 새로운 SOTA를 설정합니다. 핵심 디자인 원리로서 DSFormer는 주제 및 객체 마스크를 특징 공간으로 직접 인코딩합니다."
622,http://arxiv.org/abs/2407.09191 ,From Easy to Hard: Learning Curricular Shape-aware Features for Robust Panoptic Scene Graph Generation,"Hanrong Shi, Lin Li, Jun Xiao, Yueting Zhuang, Long Chen","PSG(Panoptic Scene Graph Generation)는 Panoptic 분할 마스크를 기반으로 포괄적인 그래프 구조 표현을 생성하는 것을 목표로 합니다. PSG의 놀라운 발전에도 불구하고 거의 모든 기존 방법은 본질적으로 객체의 윤곽과 경계에 초점을 맞추는 형상 인식 기능의 중요성을 무시합니다. 이러한 격차를 해소하기 위해 우리는 PSG를 위한 모델에 구애받지 않는 CAFE(Currical shApe-aware FEature) 학습 전략을 제안합니다. 특히, 우리는 모양 인식 기능(예: 마스크 기능 및 경계 기능)을 PSG에 통합하여 bbox 기능에만 의존하는 것을 넘어섰습니다. 또한 인간의 인지에서 영감을 얻어 형태 인식 기능을 쉽고 어려운 방식으로 통합할 것을 제안합니다. 이를 달성하기 위해 우리는 인지 학습 난이도에 따라 술어를 세 그룹으로 분류하고 이에 따라 훈련 과정을 세 단계로 나눕니다. 각 단계에서는 특수한 관계 분류기를 활용하여 특정 술어 그룹을 구별합니다. 술어의 학습 난이도가 높아질수록 이러한 분류기는 복잡성이 높아지는 특징을 갖습니다. 우리는 또한 이전 단계에서 획득한 지식을 유지하기 위해 지식 증류를 통합합니다. 모델에 구애받지 않는 특성으로 인해 CAFE는 모든 PSG 모델에 원활하게 통합될 수 있습니다. 견고한 PSG와 제로샷 PSG에서 두 가지 PSG 작업에 대한 광범위한 실험과 절제를 통해 제안된 CAFE의 우수성과 견고성이 입증되었으며, 이는 기존 최첨단 방법보다 훨씬 뛰어난 성능을 발휘합니다."
621,http://arxiv.org/abs/2407.05910 ,Enhancing Vision-Language Models with Scene Graphs for Traffic Accident Understanding,"Aaron Lohner, Francesco Compagno, Jonathan Francis, Alessandro Oltramari","교통사고를 인지하는 것은 자율주행이나 도로 모니터링 시스템의 필수적인 부분입니다. 사고는 다양한 형태로 나타날 수 있으며, 어떤 사고가 발생하고 있는지 파악하는 것이 재발 방지에 도움이 될 수 있습니다. 이 작업은 교통 상황을 특정 사고 유형으로 분류하는 데 중점을 둡니다. 우리는 교통 상황을 그래프로 표현하고, 자동차와 같은 객체를 노드로 표현하고, 객체 사이의 상대적인 거리와 방향을 엣지로 표현함으로써 문제에 접근합니다. 이러한 교통 현장 표현을 장면 그래프라고 하며 사고 분류기의 입력으로 사용할 수 있습니다. 장면 그래프 입력을 시각적 및 텍스트 표현과 융합하는 분류기를 사용하면 더 나은 결과를 얻을 수 있습니다. 이 작업에서는 교통 사고 영상을 전처리하고 이를 장면 그래프로 인코딩하며 분류 작업을 실행하기 전에 이 표현을 시각 및 언어 양식에 맞춰 정렬하는 다단계 다중 모드 파이프라인을 소개합니다. 4개 클래스에 대해 교육을 했을 때 우리의 방법은 인기 있는 DoTA(Detection of Traffic Anomaly) 벤치마크의 (불균형) 하위 집합에서 57.77%의 균형 잡힌 정확도 점수를 달성했습니다. 이는 장면 그래프 정보를 고려하지 않은 경우보다 5% 가까이 증가한 수치입니다."
620,http://arxiv.org/abs/2407.15852 ,BSH for Collision Detection in Point Cloud models,"Mauro Figueiredo, João Pereira, João Oliveira, Bruno Araujo","포인트 클라우드 모델은 여러 가지 이유로 일반적인 모양 표현입니다. 3차원 스캐닝 장치는 오늘날 널리 사용되고 있으며 점은 복잡한 형상을 렌더링하는 데 매력적인 기본 요소입니다. 그럼에도 불구하고 포인트 클라우드 모델의 충돌 감지에 관한 문헌은 많지 않습니다. 본 논문에서는 복셀, 옥트리 및 경계 구 계층 구조(BSH)를 사용하여 대규모 포인트 클라우드 모델에 대한 새로운 충돌 감지 알고리즘을 제시합니다. 장면 그래프는 복셀 단위로 나뉩니다. 각 복셀의 객체는 옥트리로 구성됩니다. 장면의 포인트 수가 많기 때문에 옥트리의 비어 있지 않은 각 셀은 R-트리 계층 구조와 같은 경계 영역 계층 구조로 구성됩니다. BSH 계층은 인접한 지점을 그룹화하고 다른 모델과 상호 작용하지 않는 객체의 일부를 매우 빠르게 필터링하는 데 사용됩니다. 레이저 스캔 데이터에서 파생된 점은 일반적으로 분할되지 않으며 임의의 공간 해상도를 가질 수 있으므로 계산 및 모델링 문제가 발생할 수 있습니다. 우리는 이러한 문제를 해결했으며 결과는 제안된 충돌 감지 알고리즘이 경계 볼륨 확인 및 업데이트 횟수를 줄일 수 있기 때문에 포인트 클라우드 모델 간의 교차점을 효과적으로 찾는다는 것을 보여줍니다."
619,http://arxiv.org/abs/2407.02473 ,Open Scene Graphs for Open World Object-Goal Navigation,"Joel Loo, Zhanxin Wu, David Hsu","새로운 장면에서 대상 물체를 검색하는 것과 같은 개방형 의미론적 탐색 작업을 위한 로봇을 어떻게 구축할 수 있습니까? 기초 모델은 이러한 작업에 필요한 풍부한 지식과 일반화를 갖추고 있지만 이를 완전한 로봇 시스템에 연결하려면 적절한 장면 표현이 필요합니다. 우리는 이러한 모델에 대한 공개 세트 장면 정보를 유지 및 구성하고 다양한 환경 유형에 맞게 구성할 수 있는 구조를 갖는 위상 의미론적 표현인 OSG(Open Scene Graph)를 통해 이 문제를 해결합니다. 우리는 기본 모델과 OSG를 Open World Object-Goal Navigation용 OpenSearch 시스템에 통합합니다. 이는 자연어로 지정된 개방형 개체를 검색하는 동시에 다양한 환경과 실시예에 걸쳐 제로 샷을 일반화할 수 있습니다. 우리의 OSG는 LLM(대형 언어 모델)을 통해 추론을 강화하여 기존 LLM 접근 방식을 능가하는 강력한 객체-목표 탐색을 가능하게 합니다. 시뮬레이션과 실제 실험을 통해 다양한 환경, 로봇 및 새로운 지침에 대한 OpenSearch의 일반화를 검증합니다."
618,http://arxiv.org/abs/2407.00609 ,ESGNN: Towards Equivariant Scene Graph Neural Network for 3D Scene Understanding,"Quang P. M. Pham, Khoi T. N. Nguyen, Lan C. Ngo, Truong Do, Truong Son Hy","장면 그래프는 간결하고 명시적인 특성으로 인해 다양한 장면 이해 작업에 유용한 것으로 입증되었습니다. 그러나 기존 접근 방식은 3D 포인트 클라우드에서 장면 그래프를 생성할 때 대칭 보존 속성을 유지하는 것의 중요성을 간과하는 경우가 많습니다. 이러한 감독은 특히 노이즈가 있는 다중 뷰 3D 데이터를 처리할 때 결과 장면 그래프의 정확성과 견고성을 감소시킬 수 있습니다. 우리가 아는 한, 이 작업은 장면 이해를 위해 3D 포인트 클라우드에서 의미론적 장면 그래프 생성에 등변 그래프 신경망을 구현한 최초의 작업입니다. 우리가 제안한 방법인 ESGNN은 기존의 최첨단 접근 방식보다 성능이 뛰어나며 더 빠른 수렴으로 장면 추정이 크게 향상되었음을 보여줍니다. ESGNN은 낮은 계산 리소스를 요구하며 사용 가능한 프레임워크에서 쉽게 구현하여 로봇 공학 및 컴퓨터 비전과 같은 실시간 애플리케이션을 위한 길을 열어줍니다."
617,http://arxiv.org/abs/2406.19316 ,Enhanced Data Transfer Cooperating with Artificial Triplets for Scene Graph Generation,"KuanChao Chu, Satoshi Yamazaki, Hideki Nakayama",이 작업은 장면 그래프 생성(SGG)을 위한 정보 관계형 삼중항의 교육 데이터 세트 향상에 중점을 둡니다. 효과적인 감독이 부족하기 때문에 현재 SGG 모델 예측은 훈련 샘플이 부적절한 유익한 관계형 삼중항에 대해 제대로 수행되지 않습니다. 따라서 우리는 FSTA(Feature Space Triplet Augmentation)와 Soft Transfer라는 두 가지 새로운 훈련 데이터 세트 향상 모듈을 제안합니다. FSTA는 관계형 삼중항으로 개체 표현을 생성하도록 훈련된 특징 생성기를 활용합니다. FSTA의 편향된 예측 기반 샘플링은 까다로운 항목에 초점을 맞춘 인공 삼중항을 효율적으로 강화합니다. 또한 유익한 술어 클래스에 대해 더 많은 감독을 효과적으로 수행하기 위해 소프트 술어 레이블을 일반 관계형 삼중항에 할당하는 소프트 전송을 도입합니다. 실험 결과에 따르면 FSTA와 Soft Transfer를 통합하면 Visual Genome 데이터 세트에서 높은 수준의 Recall과 평균 Recall이 달성되는 것으로 나타났습니다. Recall과 Mean Recall의 평균은 기존의 모든 모델 불가지론적 방법 중에서 가장 높습니다.
616,http://arxiv.org/abs/2406.19255 ,Enhancing Video-Language Representations with Structural Spatio-Temporal Alignment,"Hao Fei, Shengqiong Wu, Meishan Zhang, Min Zhang, Tat-Seng Chua, Shuicheng Yan","사전 교육된 대규모 비디오 언어 모델(VLM)은 다양한 다운스트림 비디오 언어 작업에 대한 놀라운 잠재력을 보여 주었지만 기존 VLM은 여전히 ​​일반적으로 볼 수 있는 특정 제한(예: 대략적인 교차 모달 정렬, 시간 역학의 과소 모델링, 분리된 비디오 언어 보기)으로 인해 어려움을 겪을 수 있습니다. 이 연구에서는 세분화된 구조적 시공간 정렬 학습 방법(즉, Finsta)을 사용하여 VLM을 향상시키는 것을 목표로 합니다. 우선, 우리는 세밀한 장면 그래프(SG) 구조로 입력 텍스트와 비디오를 표현하며, 두 가지 모두 두 가지 양식을 연결하기 위해 전체적인 SG(HSG)로 통합됩니다. 그런 다음 텍스트 SG(TSG)가 그래프 변환기로 인코딩되는 반면, 비디오 동적 SG(DSG) 및 HSG는 공간 및 시간 특성 전파를 위한 새로운 순환 그래프 변환기로 모델링되는 SG 기반 프레임워크가 구축됩니다. 공간-시간적 가우스 미분 그래프 변환기는 공간적 및 시간적 차원에 걸쳐 객체의 변화에 ​​대한 감각을 강화하기 위해 더욱 고안되었습니다. 다음으로 TSG와 DSG의 세밀한 구조적 특징을 바탕으로 객체 중심 공간 정렬과 술어 중심 시간 정렬을 각각 수행하여 공간성과 시간성 모두에서 비디오 언어 접지를 향상시킵니다. 우리는 처음부터 훈련하거나 다운스트림 애플리케이션에서 SG 주석에 의존하지 않고 추가 표현 확대를 위해 잘 훈련된 기존 VLM에 통합할 수 있는 플러그 앤 플레이 시스템으로 방법을 설계합니다. 표준 및 장편 비디오 시나리오 모두에서 12개 데이터 세트에 대한 6개의 대표적인 VL 모델링 작업에서 Finsta는 기존의 강력한 성능을 발휘하는 13개의 VLM을 지속적으로 개선하고 미세 조정 및 제로샷 설정 모두에서 현재 최첨단 최종 작업 성능을 크게 새로 고칩니다."
615,http://arxiv.org/abs/2406.13302 ,"SituationalLLM: Proactive language models with scene awareness for dynamic, contextual task guidance","Muhammad Saif Ullah Khan, Muhammad Zeshan Afzal, Didier Stricker","LLM(대형 언어 모델)은 텍스트 기반 작업에서 놀라운 성공을 거두었지만 실제 물리적 환경에서 실행 가능한 지침을 제공하는 데 어려움을 겪는 경우가 많습니다. 이는 사용자의 물리적 상황에 대한 제한된 이해를 인식할 수 없기 때문입니다. 구조화된 장면 정보를 LLM에 통합하여 사전에 상황을 인식하는 지원을 제공하는 새로운 접근 방식인 SituationalLLM을 소개합니다. SituationalLLM은 사용자 정의 장면 그래프 언어로 개체, 속성 및 관계를 인코딩함으로써 환경적 맥락의 격차를 적극적으로 식별하고 사용자 상호 작용 중에 설명을 찾습니다. 이러한 동작은 다양한 시나리오별 장면 그래프와 반복적인 대화 기반 개선을 결합한 SAD-Instruct(Situational Awareness Database for Instruct-Tuning)에 대한 교육에서 나타납니다. 실험 결과에 따르면 SituationalLLM은 작업 특이성, 신뢰성 및 적응성 측면에서 일반 LLM 기준을 능가하여 실제 제약 조건 하에서 강력하고 사용자 중심적인 지침을 제공할 수 있는 환경 인식 AI 도우미를 위한 길을 닦았습니다."
614,http://arxiv.org/abs/2406.12736 ,Beyond Visual Appearances: Privacy-sensitive Objects Identification via Hybrid Graph Reasoning,"Zhuohang Jiang, Bingkui Tong, Xia Du, Ahmed Alhammadi, Jizhe Zhou","POI(개인 정보 보호 개체 식별) 작업은 장면의 개인 정보 보호 개체에 대한 경계 상자를 할당합니다. POI의 핵심은 객체의 개인 정보 보호 등급(개인 정보 보호에 민감하거나 민감하지 않음)을 설정하는 것입니다. 객체의 시각적 외양에 따라 결정되는 기존 객체 클래스와 달리, 한 객체의 프라이버시 클래스는 장면 컨텍스트에서 파생되며 시각적 외양을 넘어 다양한 암시적 요인의 영향을 받습니다. 즉, 시각적으로 유사한 객체는 프라이버시 등급이 완전히 반대일 수 있습니다. 장면 컨텍스트에서 객체의 프라이버시 클래스를 명시적으로 도출하기 위해 본 논문에서는 POI 작업을 장면에 있는 각 객체의 프라이버시를 목표로 하는 시각적 추론 작업으로 해석합니다. 이러한 해석에 따라 우리는 POI를 위한 PrivacyGuard 프레임워크를 제안합니다. PrivacyGuard에는 세 가지 단계가 있습니다. i) 구조화: 구조화되지 않은 이미지는 먼저 풍부한 장면 컨텍스트를 포함하는 구조화된 이종 장면 그래프로 변환됩니다. ii) 데이터 확대: 장면 그래프에서 약간 교란된 개인 정보 보호 개체를 생성하여 개인 정보 클래스의 편향된 분포의 균형을 맞추는 상황별 섭동 오버샘플링 전략이 제안됩니다. iii) 하이브리드 그래프 생성 및 추론: 균형 잡힌 이종 장면 그래프는 추가 ""노드-노드"" 및 ""에지-에지"" 동종 경로를 부여하여 하이브리드 그래프로 변환됩니다. 이러한 동종 경로를 사용하면 노드나 에지 간에 직접 메시지를 전달할 수 있으므로 추론이 가속화되고 미묘한 컨텍스트 변경을 쉽게 포착할 수 있습니다. 이 하이브리드 그래프를 기반으로... **전체 초록을 보려면 원본 논문을 참조하세요.**"
